Dimensões	Hyperlink	Indicadores	marearo	Periodicidade	Tipos De Agregados	Unidades	Variaveis/Tipo	Anos	Valores
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Tráfego	2017	9290
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Tráfego	2017	9134
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Tráfego	2017	9349
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Quantidade	Tráfego	2017	8439
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Tráfego	2018	8505
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Tráfego	2018	7958
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Tráfego	2018	8840
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Quantidade	Tráfego	2018	8774
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Tráfego	2019	8689
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Tráfego	2019	7721
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Tráfego	2019	9610
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Quantidade	Tráfego	2019	9182
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Tráfego	2020	8143
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Tráfego	2020	942
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Passageiros	2017	629815
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Passageiros	2017	558306
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Passageiros	2017	656352
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Quantidade	Passageiros	2017	635353
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Passageiros	2018	732068
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Passageiros	2018	592506
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Passageiros	2018	672657
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Quantidade	Passageiros	2018	705001
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Passageiros	2019	736392
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Passageiros	2019	610386
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Passageiros	2019	717320
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Quantidade	Passageiros	2019	707821
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Passageiros	2020	636018
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Passageiros	2020	4858
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Mercadorias	2017	634412
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Mercadorias	2017	613417
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Mercadorias	2017	471360
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Toneladas	Mercadorias	2017	407919
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Mercadorias	2018	345896
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Mercadorias	2018	307206
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Mercadorias	2018	307488
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Toneladas	Mercadorias	2018	350426
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Mercadorias	2019	317250
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Mercadorias	2019	348997
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Mercadorias	2019	344802
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Toneladas	Mercadorias	2019	379183
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Mercadorias	2020	308635
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Mercadorias	2020	84586
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Correios	2017	113045
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Correios	2017	76153
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Correios	2017	92504
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Toneladas	Correios	2017	109639
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Correios	2018	105385
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Correios	2018	101697
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Correios	2018	89574
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Toneladas	Correios	2018	108707
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Correios	2019	111828
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Correios	2019	110254
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Correios	2019	112801
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Toneladas	Correios	2019	121729
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Correios	2020	121319
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Correios	2020	3124
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Tráfego	2017	1785
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Tráfego	2017	1780
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Tráfego	2017	1979
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Tráfego	2017	1519
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Tráfego	2018	1933
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Tráfego	2018	1966
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Tráfego	2018	1813
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Tráfego	2018	2072
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Tráfego	2019	2006
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Tráfego	2019	1705
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Tráfego	2019	2036
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Tráfego	2019	2113
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Tráfego	2020	1964
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Tráfego	2020	963
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Passageiros	2017	208054
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Passageiros	2017	181066
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Passageiros	2017	271952
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Passageiros	2017	212843
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Passageiros	2018	225867
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Passageiros	2018	227185
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Passageiros	2018	289852
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Passageiros	2018	235434
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Passageiros	2019	236389
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Passageiros	2019	211993
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Passageiros	2019	314843
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Passageiros	2019	297490
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Passageiros	2020	291789
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Passageiros	2020	35568
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Toneladas	Mercadorias	2017	538821
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Toneladas	Mercadorias	2017	577836
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Toneladas	Mercadorias	2017	606323
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Toneladas	Mercadorias	2017	611099
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Toneladas	Mercadorias	2018	585138
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Toneladas	Mercadorias	2018	622066
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Toneladas	Mercadorias	2018	762318
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Toneladas	Mercadorias	2018	637293
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Toneladas	Mercadorias	2019	644038
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Toneladas	Mercadorias	2019	693454
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Toneladas	Mercadorias	2019	670766
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Toneladas	Mercadorias	2019	659653
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Toneladas	Mercadorias	2020	239962
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Toneladas	Mercadorias	2020	393107
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Contentores	2017	16831
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Contentores	2017	18093
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Contentores	2017	18183
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Contentores	2017	22688
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Contentores	2018	16954
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Contentores	2018	21808
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Contentores	2018	26259
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Contentores	2018	20974
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Contentores	2019	21818
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Contentores	2019	23694
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Contentores	2019	24093
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Contentores	2019	24085
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Contentores	2020	24287
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Contentores	2020	11862
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		1 T	Microagregados	Quantidade	Passageiros	2017	4148214
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		2 T	Microagregados	Quantidade	Passageiros	2017	4146416
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		3 T	Microagregados	Quantidade	Passageiros	2017	4018392
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		4 T	Microagregados	Quantidade	Passageiros	2017	4373043
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		1 T	Microagregados	Quantidade	Passageiros	2018	4182026
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		2 T	Microagregados	Quantidade	Passageiros	2018	4499308
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		3 T	Microagregados	Quantidade	Passageiros	2018	4390637
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		4 T	Microagregados	Quantidade	Passageiros	2018	4976316
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		1 T	Microagregados	Quantidade	Passageiros	2019	4851084
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		2 T	Microagregados	Quantidade	Passageiros	2019	4899464
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		3 T	Microagregados	Quantidade	Passageiros	2019	4704427
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		4 T	Microagregados	Quantidade	Passageiros	2019	5720136
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		1 T	Microagregados	Quantidade	Passageiros	2020	5229530
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		2 T	Microagregados	Quantidade	Passageiros	2020	1318369
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		1 T	Microagregados	Quantidade	Pass/KM	2017	27
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		2 T	Microagregados	Quantidade	Pass/KM	2017	26
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		3 T	Microagregados	Quantidade	Pass/KM	2017	27
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		4 T	Microagregados	Quantidade	Pass/KM	2017	23
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		1 T	Microagregados	Quantidade	Pass/KM	2018	21
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		2 T	Microagregados	Quantidade	Pass/KM	2018	24
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		3 T	Microagregados	Quantidade	Pass/KM	2018	22
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		4 T	Microagregados	Quantidade	Pass/KM	2018	23
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		1 T	Microagregados	Quantidade	Pass/KM	2019	23
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		2 T	Microagregados	Quantidade	Pass/KM	2019	22
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		3 T	Microagregados	Quantidade	Pass/KM	2019	22
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		4 T	Microagregados	Quantidade	Pass/KM	2019	25
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		1 T	Microagregados	Quantidade	Pass/KM	2020	25
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		2 T	Microagregados	Quantidade	Pass/KM	2020	13
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	G	2017	17872
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	H	2017	4463
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	I	2017	5576
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	J	2017	2513
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	Outros	2017	2694
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	G	2017	17448
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	H	2017	4525
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	I	2017	4081
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	J	2017	2453
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	Outros	2017	2646
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	G	2017	18644
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	H	2017	4069
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	I	2017	4673
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	J	2017	2306
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	Outros	2017	2578
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	G	2017	19783
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	H	2017	4137
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	I	2017	5277
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	J	2017	2348
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	Outros	2017	2810
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	G	2018	19188
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	H	2018	3529
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	I	2018	6256
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	J	2018	2269
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	Outros	2018	2771
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	G	2018	19384
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	H	2018	4167
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	I	2018	4246
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	J	2018	2204
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	Outros	2018	2820
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	G	2018	20861
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	H	2018	3601
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	I	2018	4894
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	J	2018	2149
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	Outros	2018	2634
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	G	2018	22023
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	H	2018	4253
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	I	2018	5614
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	J	2018	2247
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	Outros	2018	2637
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	G	2019	19973
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	H	2019	4247
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	I	2019	6741
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	J	2019	2047
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	Outros	2019	2812
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	G	2019	20974
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	H	2019	4051
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	I	2019	4913
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	J	2019	2160
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	Outros	2019	2535
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	G	2019	21969
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	H	2019	5318
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	I	2019	5450
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	J	2019	2178
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	Outros	2019	2510
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	G	2019	23067
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	H	2019	5641
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	I	2019	6357
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	J	2019	2416
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	Outros	2019	2950
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	G	2020	20517
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	H	2020	4937
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	I	2020	6313
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	J	2020	2154
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	Outros	2020	3124
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	G	2020	12581
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	H	2020	1201
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	I	2020	198
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	J	2020	1961
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	Outros	2020	997
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	G	2017	3416
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	H	2017	2852
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	I	2017	3510
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	J	2017	1397
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	Outros	2017	5621
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	G	2017	3471
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	H	2017	2809
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	I	2017	3624
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	J	2017	1402
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	Outros	2017	5596
